Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Increased latency and error rate affecting gpt-3.5-turbo,https://status.openai.com/incidents/6w4b9337p6xt,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 09:30 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 07:42 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 11, 2024 - 07:05 PDT""}]",This incident affected: API.
Elevated errors in ChatGPT,https://status.openai.com/incidents/w20mcckg1748,#e86c09,impact-major,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""On April 10th between 11:00am - 1:43pm PST, a large portion of requests to OpenAI failed with 500 & 503 error codes. ChatGPT users saw significant failures over the course of the event.\n\u200c\nThe outage occurred due to a control plane service for one of our ChatGPT clusters degrading as a result of memory exhaustion. This resulted in cascading failures across multiple services. The team shifted traffic away from the problem cluster to a healthy cluster, scaling that cluster up in the process. This caused the second cluster to fail as the increase of pods resulted in more requests to the control plane service that that cluster utilizes.\nRate limiting to reduce the inbound traffic volume was applied, which led to many users receiving a misleading error message.\n\u200c\nThe issue was mitigated by increasing the available memory on the Kubernetes control plane and rebalancing traffic.\n\u200c\nAs part of the incident response, we have already implemented the following measures:\nAdjusted the available memory for control plane services.\nModified the services which make the majority of the requests to the control plane to reduce the volume of calls that they make.\nImplemented improved monitoring for the control plane and relevant other symptoms that we observed.\nModify the messages that users receive when using one of our rate limit configuration switches.\n\u200c\nAdditionally, we will be implementing the following changes to prevent future incidents altogether:\nMore thorough monitoring of the control plane services provided by our infrastructure provider.\n\u200c\nWe know that extended outages to ChatGPT affect our customers\u2019 products and business, and outages of this magnitude are particularly damaging. While we came up short here, we are committed to preventing such incidents in the future and improving our service reliability."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 17, 2024 - 17:01 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""At this time our deployed fix has mitigated the elevated errors in ChatGPT. We are continuing to investigate the factors which led to this incident.\n\nThis outage started at ~11:00am and ended at 1:43pm PST."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 13:56 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Errors are continuing to resolve as a result of the fix we recently deployed. We are actively monitoring traffic returning to normal in ChatGPT."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 13:49 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the source of the elevated errors in ChatGPT and are working through a fix at this time."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 13:39 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Some users may also be seeing unexpected error messages. We continue to actively investigate the elevated errors in ChatGPT."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 13:10 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue of elevated errors in ChatGPT."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 12:45 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are still investigating the elevated errors in ChatGPT."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 12:03 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We continue to investigate elevated errors ChatGPT."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 11:39 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated errors ChatGPT."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 10:56 PDT""}]",This incident affected: ChatGPT.
Elevated errors in requests using vision in ChatGPT and the API,https://status.openai.com/incidents/tslskm62x0v6,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""As of 1030a pacific the issue impacting vision models on ChatGPT and in our API have resolved due to the fix we deployed."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 10:51 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are now monitoring the incident as the elevated errors are starting to resolve."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 10:29 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating elevated errors in requests that use vision in both ChatGPT and the API."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 10, 2024 - 10:24 PDT""}]",This incident affected: API and ChatGPT.
Increased error rate on ChatGPT,https://status.openai.com/incidents/tfqpd7zp7183,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 21:21 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 17:34 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 16:44 PDT""}]",This incident affected: ChatGPT.
Assistants API messages are truncated or split,https://status.openai.com/incidents/7b6zrdqn4x1v,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 11:00 AM PT on April 2nd and 9:08 AM PT on April 4th, users experienced malformed responses from the Assistants API due to a configuration issue. This problem has now been resolved, and the Assistants API is functioning as expected."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 09:58 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 09:34 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating reports from users experiencing issues with Assistants API messages being truncated or split."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 04, 2024 - 08:59 PDT""}]",This incident affected: API and Playground.
Increased errors on Assistants API while streaming,https://status.openai.com/incidents/g7k3xb8xx9s2,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 03, 2024 - 17:56 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have identified the issue and a fix has been implemented; we are now monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 03, 2024 - 17:41 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 03, 2024 - 17:14 PDT""}]",This incident affected: API.
Increased errors on ChatGPT,https://status.openai.com/incidents/sg976xjfqcmc,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 15:57 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 15:40 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 02, 2024 - 15:37 PDT""}]",This incident affected: ChatGPT.
Elevated error rate impacting ChatGPT and API,https://status.openai.com/incidents/yk2pndv2tdfw,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved.\n\nBetween 5:15 PM and 5:43 PM PDT, we experienced increased error rates on the API. From 5:27 PM to 5:39 PM PDT, error rates for ChatGPT were also increased. Access to ChatGPT was temporarily disabled for users who were not logged in, but was restored around 7:40 PM PDT."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 01, 2024 - 19:01 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 01, 2024 - 17:45 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 01, 2024 - 17:42 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Apr 01, 2024 - 17:28 PDT""}]",This incident affected: API and ChatGPT.
Increased errors on ChatGPT,https://status.openai.com/incidents/r5vx858m9pxt,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""From 00:14 PST \u2013 00:54 PST we saw increased error rates on ChatGPT. We have fixed the underlying cause of the issue, and performance has now returned to normal."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 29, 2024 - 02:09 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have implemented a fix and error rates on ChatGPT are returning to normal. We're continuing to monitor."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 29, 2024 - 01:18 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 29, 2024 - 00:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating increased errors on ChatGPT."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 29, 2024 - 00:31 PDT""}]",This incident affected: ChatGPT.
Repeated responses from gpt-4,https://status.openai.com/incidents/39qgkf8x02vk,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved. We observed the first incident of repeated responses occur on March 27th around 2pm PST, and we rolled out a fix on March 28th around 12:55pm PST."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 14:30 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've identified the issue and have rolled out a fix. We are now monitoring the issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 13:03 PDT""}]",This incident affected: API.
Advanced Data Analysis failing on ChatGPT,https://status.openai.com/incidents/7021042tlg91,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We have identified the cause of the issue and have rolled out a fix. Data analysis and file uploads are now performing normally."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 06:25 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and we're working on a fix."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 06:00 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating reports that file uploads are failing and that ChatGPT is failing to analyze files."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 28, 2024 - 05:41 PDT""}]",This incident affected: ChatGPT.
Increased errors on ChatGPT,https://status.openai.com/incidents/fqrkjmwvkm9c,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 5:48 \u2013 6:26pm PST on March 26th, some users saw unexpected errors on ChatGPT. We have fixed the root cause and error rates are now back to normal. We're updating our status page now to reflect the downtime that some users experienced."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 27, 2024 - 07:45 PDT""}]",This incident affected: ChatGPT.
Elevated errors in ChatGPT,https://status.openai.com/incidents/3wv7n7sy8xv5,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""As of 4:21p pacific we finished deploying the fix and the elevated errors in ChatGPT have now resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 16:25 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""As of 3:14p pacific we're experiencing a high error rate in ChatGPT for a small percentage of requests. This is impacting users on all ChatGPT plans.\n\nAs of 3:55p pacific we are currently working on deploying a potential fix (ETA ~30mins more)."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 25, 2024 - 15:56 PDT""}]",This incident affected: ChatGPT.
Elevated errors in the Assistants API,https://status.openai.com/incidents/v0g2kxvhk4jc,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""From 2:41pm to 4:55pm pacific time, users of the Assistants API experienced an elevated error rate when creating runs."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 17:53 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have identified the cause and are mitigating the issue. We are monitoring the situation as error rates are going down."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 17:06 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating elevated errors in the Assistants API."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 16:26 PDT""}]",This incident affected: API.
Elevated errors in the API for gpt-4-1106-preview,https://status.openai.com/incidents/l8bf357j4l4d,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""False alarm: the investigation into the elevated error rates in gpt-4-1106-preview on our API suggest an isolated incident, with ongoing investigations to ensure full resolution."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 17:00 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're currently investigating elevated errors in the API for gpt-4-1106-preview. This is impacting the API and not ChatGPT at this time."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 22, 2024 - 16:28 PDT""}]",This incident affected: API.
Some Android users are facing a login issue,https://status.openai.com/incidents/064z68ts8bhd,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""At 4:50p pacific we noticed an issue where some Android users could not login. At 6:22p pacific we've remediated the login issue allowing the impacted Android users to login again."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 21, 2024 - 18:30 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Some Android users are facing a login issue where after completing the human verification they are being redirected to logged-out ChatGPT on the web instead of back to the app after completing the login. We are currently investigating the root cause and impact of this issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 21, 2024 - 17:00 PDT""}]",This incident affected: ChatGPT.
Elevated errors in requests to GPT-4 in the API,https://status.openai.com/incidents/15vnk6cbbzb4,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 21, 2024 - 09:23 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We continue to actively monitor the fix put in place to resolve the remaining elevated errors when using GPT-4 in the API with token context windows above 124563 tokens."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 16:02 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""As of 10:57a pacific resolution continues for the remaining elevated errors in the API for GPT-4. Specifically token context windows above 124563 are having problems. The fix should resolve the remaining elevated errors from yesterday's incident https://status.openai.com/incidents/vlmww06nns0z. We are monitoring the deploy as traffic returns to normal."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 20, 2024 - 12:41 PDT""}]",This incident affected: API.
Elevated errors in requests to GPT-4 in the API,https://status.openai.com/incidents/vlmww06nns0z,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""As of 6:09p pacific we\u2019re in the process of rolling back changes to fully resolve the elevated errors in the API for GPT-4. The bulk of the impact is mitigated and the remaining errors should continue to resolve."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 18:37 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""As of 3:01p pacific a fix has been identified and is in the process of being deployed."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 15:57 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Confirmed this issue is isolated to GPT-4 in the API. ChatGPT is not impacted by this incident at this time."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 14:07 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Tuesday March 19th, 2024 at 1:05p pacific we noticed a small portion of requests to GPT-4 failing in both the API and ChatGPT. We are currently investigating the issue."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 14:04 PDT""}]",This incident affected: API and ChatGPT.
High error rate on DALL·E,https://status.openai.com/incidents/j6j35msq9vdt,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""As of 5:08p pacific we've implemented a fix and the issue should be resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 17:10 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""As of Tuesday March 19, 2024 at 4:07p pacific we noticed a high error rate DALL\u00b7E in the API, ChatGPT, and Labs."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 16:31 PDT""}]","This incident affected: API, ChatGPT, and Labs."
Elevated errors for gpt-3.5-turbo-0613 and gpt-3.5-turbo-instruct in our API,https://status.openai.com/incidents/34vcy5pdxxrr,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""As of 4:39p pacific the elevated errors on gpt-3.5-turbo-instruct have resolved."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 16:44 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""As of 3:58p pacific the elevated errors on gpt-3.5-turbo-0613 have resolved.\n\nErrors remain elevated for gpt-3.5-turbo-instruct which we continue to investigate."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 16:08 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Confirmed this issue impacts gpt-3.5-turbo-0613 and gpt-3.5-turbo-instruct"", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 15:52 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Starting Mar 19, 2024 at 2:40p pacific we noticed elevated errors to our API using GPT-3.5 limited to 0613. We are currently investigating. ChatGPT is not impacted."", ""Update_Timestamp"": ""Posted 5 months ago. Mar 19, 2024 - 14:53 PDT""}]",This incident affected: API.
Elevated Error Rate for TTS API,https://status.openai.com/incidents/0ptm8m1l2jhk,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has now been resolved. Thank you for your patience and we apologize for any inconvenience this issue may have caused."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 18, 2024 - 12:48 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been identified and implemented for this issue. Error rates have reduced and we are monitoring ongoing results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 18, 2024 - 12:36 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue. Thank you for your patience."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 18, 2024 - 12:22 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're experiencing an elevated level of API errors and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 18, 2024 - 11:52 PDT""}]",This incident affected: API.
Billing Alert Delays,https://status.openai.com/incidents/06kspq62g9jk,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has now been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 15, 2024 - 16:31 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 15, 2024 - 16:25 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Delivery of billing alerts on API usage limits is currently experiencing delays"", ""Update_Timestamp"": ""Posted 6 months ago. Mar 15, 2024 - 14:40 PDT""}]",This incident affected: API.
Elevated error rate in Assistants API,https://status.openai.com/incidents/rqhqz7sg4q3v,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We have now resolved this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 15, 2024 - 15:24 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 15, 2024 - 15:18 PDT""}]",This incident affected: API.
Increased error rates and latency on GPT-3.5-Turbo and ChatGPT,https://status.openai.com/incidents/vy3rjsn7pp5j,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has now been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 15, 2024 - 12:30 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor the status of the fix implemented."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 17:58 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Between 3:35AM \u2013 4:50AM PST we observed elevated error rates and latency on GPT-3.5-Turbo, GPT-3.5-Turbo-1106, and some ChatGPT models. We have implemented a fix and are monitoring."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 05:55 PDT""}]",This incident affected: API and ChatGPT.
Increased error rate affecting DALL•E,https://status.openai.com/incidents/7rgv5r2147st,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue was caused by a downstream networking degradation which is still ongoing. We\u2019re experiencing capacity constraints as a result, and are temporarily lowering the number of allowed generations in DALL\u2022E in ChatGPT to support a better experience for more users."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 04:54 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 14, 2024 - 04:01 PDT""}]",
Degraded performance in ChatGPT and GPT4 models,https://status.openai.com/incidents/k0v37m46n5t4,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has now been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 13, 2024 - 12:56 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix for this issue has been implemented and we are monitoring system performance."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 13, 2024 - 12:44 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 13, 2024 - 12:29 PDT""}]",This incident affected: API and ChatGPT.
Elevated errors on Assistants API,https://status.openai.com/incidents/8hxf6bzdbwkw,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved.\n\nThe issue was a result of a code push to our production environment that introduced error messages for users making valid API requests. \n\nA very small percentage of Assistants API requests made during the relevant time period did not successfully post."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 20:10 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 20:05 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 19:50 PDT""}]",This incident affected: API.
Issues logging into platform.openai.com,https://status.openai.com/incidents/k2m9q0wf8rtb,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 19:32 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented for this issue and we are seeing error rates drop. We will continue to monitor the situation."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 19:08 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and we are implementing a fix."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 18:47 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue where customers are having issues logging into and accepting invites for platform.openai.com."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 18:27 PDT""}]",This incident affected: Playground.
Elevated API Error Rates,https://status.openai.com/incidents/7lc0fprwrfzw,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has now been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 19:12 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor the error rates across our customer base."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 17:19 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The issue has been identified and a fix implemented. Error rates are reduced and we're continuing to monitor the situation."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 16:40 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 16:37 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're currently investigating degraded performance impacting our APIs."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 16:24 PDT""}]",This incident affected: API.
Increased latency affecting both ChatGPT and APIs,https://status.openai.com/incidents/f0465gcr4cq4,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Performance is now back to normal."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 11:33 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Performance is now back to normal, and we are continuing to monitor the situation."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 11:04 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate increased latency and errors."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 10:43 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are investigating increased latency and errors affecting both ChatGPT and APIs."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 12, 2024 - 10:00 PDT""}]",This incident affected: API and ChatGPT.
Elevated error rate impacting ChatGPT,https://status.openai.com/incidents/4f8s411z6pms,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 10, 2024 - 08:10 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 09, 2024 - 19:59 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""ChatGPT is currently experiencing an elevated error rate."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 09, 2024 - 19:31 PST""}]",This incident affected: ChatGPT.
Elevated error rate impacting ChatGPT,https://status.openai.com/incidents/ytdhb1w2h56d,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 09, 2024 - 14:12 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates have normalized and we are monitoring actively for any additional issues."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 09, 2024 - 13:13 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""ChatGPT is currently experiencing an elevated error rate."", ""Update_Timestamp"": ""Posted 6 months ago. Mar 09, 2024 - 12:41 PST""}]",This incident affected: ChatGPT.
