Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
DALL·E Web Interface Incident,https://status.openai.com/incidents/4cckbrhr8hr0,#ef4146,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""The hosts which were serving DALL\u00b7E's Web Experience and the text-curie-001 API went offline. This was due to hosts not properly joining our Kubernetes cluster. The nodes didn't re-join the cluster due to timing issues of a particular GPU diagnostics command that exceeded a timeout. We do not have control over this timeout or boot script since this is managed by our service provider. This was not anticipated since this behavior is unique to a particular node type in a particular region. The nodes were being cycled as part of a planned Kubernetes version upgrade.\n\u200c\ntext-curie-001 was quickly moved to an unaffected node and service restored.\n\u200c\nDue to the size of DALL\u00b7E's infrastructure and limited capacity, moving to healthy nodes was not an option. The resulting decrease in capacity degraded DALL\u00b7E service, as the request queue grew long enough that most requests timed out before image generations could be served.\n\u200c\nDuring this incident, we introduced several levers for graceful load shedding in events where DALL\u00b7E receives more requests than it can support. To implement one of these levers, we ran a database migration. This migration stalled, had to be rolled back, and then retried due to unexpected row locks. During this time we were unable to serve DALL\u00b7E and this issue exacerbated our recovery time.\n\u200c\nMoving forward, we are implementing additional levers for load shedding and investigating alternative means of serving greater numbers of requests, given capacity constraints. One such lever is rejecting all inbound requests when the request queue grows beyond a certain length, if the request would certainly time out before returning anyway. Additionally, we are reconfiguring our nodes to give us full control over boot-up scripts and adding new procedures to check for unexpected inconsistencies before full node cycles."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 21, 2023 - 13:29 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""The incident has been mitigated. We are continuing to investigate more ways to add capacity to DALL\u00b7E."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 16:49 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 16:07 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""The migration rollback was successful."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 14:47 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are rolling back the database migration."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 14:38 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""There is currently a Labs outage due to a failed database migration."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 14:37 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 14:35 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are allowing some free Labs traffic while we investigate an issue with end to end request latency causing a backlog of requests to be processed."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 13:16 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We are gradually restoring service to free traffic."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 12:54 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Paid labs traffic has been restored and we will soon begin gradually restoring free traffic."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 12:01 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are adding additional capacity in other regions while investigating the underlying capacity failure."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 11:01 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're investigating an unintentional reduction in available capacity."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 10:19 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 10:14 PDT""}]",This incident affected: Labs.
Outage on text-curie-001,https://status.openai.com/incidents/904wl07j5xm1,#050505,impact-none,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""The root cause was the same as for this DALL\u00b7E Web Interface incident.\nThe hosts which were serving DALL\u00b7E's Web Experience and the text-curie-001 API went offline. This was due to hosts not properly joining our Kubernetes cluster. The nodes didn't re-join the cluster due to timing issues of a particular GPU diagnostics command that exceeded a timeout. We do not have control over this timeout or boot script since this is managed by our service provider. This was not anticipated since this behavior is unique to a particular node type in a particular region. The nodes were being cycled as part of a planned Kubernetes version upgrade.\n\u200c\ntext-curie-001 was quickly moved to an unaffected node and service restored.\n\u200c\nDue to the size of DALL\u00b7E's infrastructure and limited capacity, moving to healthy nodes was not an option. The resulting decrease in capacity degraded DALL\u00b7E service, as the request queue grew long enough that most requests timed out before image generations could be served.\n\u200c\nDuring this incident, we introduced several levers for graceful load shedding in events where DALL\u00b7E receives more requests than it can support. To implement one of these levers, we ran a database migration. This migration stalled, had to be rolled back, and then retried due to unexpected row locks. During this time we were unable to serve DALL\u00b7E and this issue exacerbated our recovery time.\n\u200c\nMoving forward, we are implementing additional levers for load shedding and investigating alternative means of serving greater numbers of requests, given capacity constraints. One such lever is rejecting all inbound requests when the request queue grows beyond a certain length, if the request would certainly time out before returning anyway. Additionally, we are reconfiguring our nodes to give us full control over boot-up scripts and adding new procedures to check for unexpected inconsistencies before full node cycles."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 21, 2023 - 13:30 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""The incident has been identified and resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 04:21 PDT""}]",This incident affected: API.
Outage on chat.openai.com,https://status.openai.com/incidents/y6cdztrnth60,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 03:17 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The issue has been identified and a fix has been deployed, we will continue to monitor to ensure the site recovers completely."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 02:42 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 20, 2023 - 02:18 PDT""}]",This incident affected: ChatGPT.
DALL·E is experiencing degraded performance,https://status.openai.com/incidents/08r2tj6k68vh,#f4ac36,impact-minor,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""The root cause for this incident is the same as for this DALL\u00b7E Web Interface Incident.\nOn Saturday March 18th and Sunday March 19th, the DALL\u00b7E Web Experience suffered a severe degradation. From 6:20 am PDT to 11:20 am PDT, only 10% of DALL\u00b7E requests were successful. From 11:20 am to 2:40 pm PDT, only 25% of requests were successful. There was additional degradation Saturday night with 50% success rate at 11 pm and 0% at 7 am Sunday. Service returned around 11 am Sunday, March 19th.\n\u200c\nDALL\u00b7E image generation tasks used to be canceled after five minutes. On Friday, March 17th, the engineering team reduced that timeout to one minute. This was done to better increase service with a finite capacity and under the assumption the vast majority of people would not wait five minutes to get their image generation. In anticipation of the effects this would have, we downsized the DALL\u00b7E fleet to free up usage for other critical projects. On March 18, steadily increasing traffic caused a backup of requests that was severe enough to reach this one minute threshold. As a result, most requests ended up getting canceled.\n\u200c\nThis was fixed by reallocating capacity to DALL\u00b7E, and changing queuing and retry logic.\n\u200c\nWhen attempting to scale up workers and increase capacity, the application hit database connection limits. The team fixed this by adding connection pooling to enable the application to scale up and work through the backlog of requests. The addition of this database connection pooling caused an additional bug which exacerbated the duration of the incident. This bug prevented our health monitor from observing the state of the queue and enforcing timeouts, causing a backlog of requests until the bug was identified and fixed Sunday morning. \n\u200c\nFor further remediations, we are improving the observability of our queues to add alerting redundancy. We have also changed response codes to use 429s to better indicate capacity to alleviate queues and are working on better separating and prioritizing traffic to degrade more gracefully."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 21, 2023 - 17:24 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 19, 2023 - 09:35 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We observed that some Labs requests are not completing."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 11:34 PDT""}]",This incident affected: Labs.
Many DALL·E requests are failing.,https://status.openai.com/incidents/cdsyfyc4phjw,#e86c09,impact-major,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""The root cause for this incident is the same as for this DALL\u00b7E Web Interface Incident.\nOn Saturday March 18th and Sunday March 19th, the DALL\u00b7E Web Experience suffered a severe degradation. From 6:20 am PDT to 11:20 am PDT, only 10% of DALL\u00b7E requests were successful. From 11:20 am to 2:40 pm PDT, only 25% of requests were successful. There was additional degradation Saturday night with 50% success rate at 11 pm and 0% at 7 am Sunday. Service returned around 11 am Sunday, March 19th.\n\u200c\nDALL\u00b7E image generation tasks used to be canceled after five minutes. On Friday, March 17th, the engineering team reduced that timeout to one minute. This was done to better increase service with a finite capacity and under the assumption the vast majority of people would not wait five minutes to get their image generation. In anticipation of the effects this would have, we downsized the DALL\u00b7E fleet to free up usage for other critical projects. On March 18, steadily increasing traffic caused a backup of requests that was severe enough to reach this one minute threshold. As a result, most requests ended up getting canceled.\n\u200c\nThis was fixed by reallocating capacity to DALL\u00b7E, and changing queuing and retry logic.\n\u200c\nWhen attempting to scale up workers and increase capacity, the application hit database connection limits. The team fixed this by adding connection pooling to enable the application to scale up and work through the backlog of requests. The addition of this database connection pooling caused an additional bug which exacerbated the duration of the incident. This bug prevented our health monitor from observing the state of the queue and enforcing timeouts, causing a backlog of requests until the bug was identified and fixed Sunday morning. \n\u200c\nFor further remediations, we are improving the observability of our queues to add alerting redundancy. We have also changed response codes to use 429s to better indicate capacity to alleviate queues and are working on better separating and prioritizing traffic to degrade more gracefully."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 21, 2023 - 17:24 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""Many Labs requests are failing."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 19, 2023 - 08:00 PDT""}]",
Outage in API,https://status.openai.com/incidents/z0tly13xsyyb,#ef4146,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""The API was partially degraded between 6:52 pm and 8:19 pm PDT on 2023-03-18. A few percent of requests to GPT 3.5 Turbo and text-davinci-003 experienced 500s. Other models also experienced a smaller level of 500s and 499 induced timeouts, particularly the Moderation API. This was due to some of our hosts unexpectedly encountering network connectivity issues. These manifested as the inability to resolve DNS and failures in internal node diagnostic services. We believe these network connectivity issues were triggered by sudden changes in external traffic patterns that overwhelmed the network stacks of some hosts.\nOnce we identified the root cause, we were able to adjust to the new traffic patterns and take unavailable nodes out of circulation. Response time was exacerbated by this also causing our primary monitoring service to go out, as well as there being unrelated hardware problems on some of the affected nodes.\nWe have added better observability around DNS failures and network traffic. We are also working with our cloud provider to better understand this pattern of unexpected host failure. We are also working to put services in place to better handle sudden changes in external traffic."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 21, 2023 - 15:41 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 20:47 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating a major outage on API"", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 19:32 PDT""}]",This incident affected: API.
Degraded performance on the DALL·E Web Interface due to backlog of requests,https://status.openai.com/incidents/rllgb3r2rqsf,#e86c09,impact-major,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""On Saturday March 18th and Sunday March 19th, the DALL\u00b7E Web Experience suffered a severe degradation. From 6:20 am PDT to 11:20 am PDT, only 10% of DALL\u00b7E requests were successful. From 11:20 am to 2:40 pm PDT, only 25% of requests were successful. There was additional degradation Saturday night with 50% success rate at 11 pm and 0% at 7 am Sunday. Service returned around 11 am on Sunday, March 19th.\n\u200c\nDALL\u00b7E image generation tasks used to be canceled after five minutes. On Friday, March 17th, the engineering team reduced that timeout to one minute. This was done to better increase service with a finite capacity and under the assumption the vast majority of people would not wait five minutes to get their image generation. In anticipation of the effects this would have, we downsized the DALL\u00b7E fleet to free up usage for other critical projects. On March 18, steadily increasing traffic caused a backup of requests that was severe enough to reach this one minute threshold. As a result, most requests ended up getting canceled.\n\u200c\nThis was fixed by reallocating capacity to DALL\u00b7E, and changing queuing and retry logic.\n\u200c\nWhen attempting to scale up workers and increase capacity, the application hit database connection limits. The team fixed this by adding connection pooling to enable the application to scale up and work through the backlog of requests. The addition of this database connection pooling caused an additional bug which exacerbated the duration of the incident. This bug prevented our health monitor from observing the state of the queue and enforcing timeouts, causing a backlog of requests until the bug was identified and fixed Sunday morning. \n\u200c\nFor further remediations, we are improving the observability of our queues to add alerting redundancy. We have also changed response codes to use 429s to better indicate capacity to alleviate queues and are working on better separating and prioritizing traffic to degrade more gracefully."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 21, 2023 - 17:21 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""Successful requests and latency are back to per-incident levels."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 15:59 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've added additional capacity to Labs to help with demand."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 15:54 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Due to high load relative to currently available capacity, users will likely see timeouts on requests. We are currently investigating ways to mitigate this."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 15:18 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 15:08 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are still investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 15:05 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 14:22 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 18, 2023 - 11:33 PDT""}]",This incident affected: Labs.
Full outage on all API endpoints,https://status.openai.com/incidents/ggd2rt03tpck,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""At 3:28pm PDT on Mar 16, 2023, a feature flag caused unexpected failures on a critical service. Despite a steady rollout from 1% -> 50% -> 100%, the failure was not identified until critical systems went offline. As a result, APIs across all of OpenAI\u2019s products experienced 7 minutes of downtime before the cause was identified, reverted, and service was restored. We will be increasing the observability of such changes to ensure we catch these problems before they fully roll out, and make root causes clearer to reduce recovery time."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 16, 2023 - 15:30 PDT""}]",
ChatGPT Outage,https://status.openai.com/incidents/ds7h4z02flf5,#ef4146,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""At 10:55am on March 15th, a deploy of the ChatGPT service cut over to a new Redis cluster for additional capacity. This new Redis cluster had a misconfigured maximum connections setting. This was missed on staging, canary, and production dual writing, because we had not yet hit connection thresholds. A rollback to redirect traffic to the original Redis cluster restored service.\nAn internal audit concluded that this particular setting was the only relevant difference in config between the two Redis clusters. Moving forward, we\u2019re increasing our telemetry on Redis, and auditing all relevant configuration templates to ensure no other updates are needed."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 16, 2023 - 18:50 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 15, 2023 - 11:18 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The fix has been deployed. We are no longer seeing elevated error rates."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 15, 2023 - 11:14 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 15, 2023 - 10:55 PDT""}]",This incident affected: ChatGPT.
Missing conversation history in ChatGPT,https://status.openai.com/incidents/xz0g27bjwpgd,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved. Users still not seeing conversation history should log out and log back in."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 08, 2023 - 17:45 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to roll out restored conversation history to more users."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 08, 2023 - 15:10 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are gradually restoring conversation history to users."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 08, 2023 - 12:47 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""Many users are reporting issues viewing their conversation history. No data has been lost and we are working to fully restore this feature as soon as possible."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 08, 2023 - 09:50 PST""}]",This incident affected: ChatGPT.
"Dalle’s inpaint, outpaint, and variations are down",https://status.openai.com/incidents/6k5mzngz8m9y,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 08, 2023 - 15:21 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 08, 2023 - 14:52 PST""}]",This incident affected: Labs.
Elevated error rates on all models.,https://status.openai.com/incidents/75n0s8jzv5gx,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 07, 2023 - 05:08 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've implemented a fix and have seen error rates improve starting from 4:15am, and are monitoring to ensure it stays healthy."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 07, 2023 - 04:48 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently experiencing elevated error rates on all models \u2013 starting at around 3:35am."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 07, 2023 - 04:05 PST""}]","This incident affected: API, ChatGPT, Labs, and Playground."
Partial Outage for the DALL·E endpoints,https://status.openai.com/incidents/zr6cx9rrl9cd,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""The DALL\u00b7E image/edits endpoint was down from 18:16 on March 2nd to 09:30 on March 3rd, 2023. Mitigations have been put in place and the issue has since resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Mar 02, 2023 - 20:00 PST""}]",
Partial Outage of the API,https://status.openai.com/incidents/nkr1l9r1dhbd,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Mar 02, 2023 - 16:08 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are continuing to investigate issues with the Moderations and DALL\u00b7E API."", ""Update_Timestamp"": ""Posted 2 years ago. Mar 02, 2023 - 13:17 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Mar 02, 2023 - 12:40 PST""}]",This incident affected: API.
"Outage on Moderations API, impacting latency on DALL·E and Labs",https://status.openai.com/incidents/55sczvtl6hyj,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Mar 01, 2023 - 14:59 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Mitigations have been put in place for the Moderations API and latency is returning to expected levels. We will continue to monitor API traffic to ensure this issue has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Mar 01, 2023 - 12:44 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on mitigations to the Moderations API. As a result of this issue DALL\u00b7E and Labs are experiencing increased latencies."", ""Update_Timestamp"": ""Posted 2 years ago. Mar 01, 2023 - 12:31 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Mar 01, 2023 - 11:45 PST""}]",This incident affected: API.
