incident_id,Incident_Title,incident_impact_level,Incident_color,provider,Playground,API,Labs,ChatGPT,api.anthropic.com,claude.ai,console.anthropic.com,Character.AI,investigating_flag,investigating_timestamp,investigating_description,identified_flag,identified_timestamp,identified_description,monitoring_flag,monitoring_timestamp,monitoring_description,resolved_flag,resolved_timestamp,resolved_description,postmortem_flag,postmortem_timestamp,postmortem_description,start_timestamp,close_timestamp,time_span,over_one_day
d14babbd3bc3,Issues with DreamStudio History feature,2,#ff8c00,StabilityAI,0,0,0,0,0,0,0,0,1,2024-05-03 21:51:31.709000+00:00,"We are investigating an issue with DreamStudio\\'s history feature not showing recent generations. Despite not appearing in history, we have confirmed they are being stored and indexed. We are looking into the root cause and expect all generations will be visible once resolved.",1,2024-05-04 06:55:38.599000+00:00,"We have identified the root cause and prepared a fix, which is currently in testing.",0,,,1,2024-05-04 19:19:19.474000+00:00,This incident has been resolved. Images generated during the incident should be visible in history.,0,,,2024-05-03 21:51:31+00:00,2024-05-04 19:19:19+00:00,0 days 21:27:47,False
b297afc1c293,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-29 15:30:34.338000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-04-29 15:53:25.295000+00:00,An outage with our SD1.6 inference service has been resolved. No other services were impacted.,0,,,2024-04-29 15:30:34+00:00,2024-04-29 15:53:25+00:00,0 days 00:22:50,False
f1acf1265d22,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-12 20:06:04.745000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-04-12 20:46:03.501000+00:00,SD1.6 inference temporarily experienced increased latency or errors. This has been resolved.,0,,,2024-04-12 20:06:04+00:00,2024-04-12 20:46:03+00:00,0 days 00:39:58,False
9e2c7ad2a02b,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-12 03:29:20.450000+00:00,We are currently investigating elevated error rates detected by our monitoring.,1,2024-04-12 03:52:56.119000+00:00,We are again experiencing issues with our cloud provider impacting V1 endpoints.,1,2024-04-12 04:18:35.526000+00:00,"Services are beginning to recover, we are continuing to monitor the issue.",1,2024-04-12 04:58:08.179000+00:00,"This incident has been resolved, but we will continue to monitor in case of regression.",0,,,2024-04-12 03:29:20+00:00,2024-04-12 04:58:08+00:00,0 days 01:28:47,False
4a322e18774b,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-11 13:46:22.850000+00:00,We are currently investigating elevated error rates detected by our monitoring.,1,2024-04-11 13:54:00.975000+00:00,A DNS outage at one of our cloud providers is causing API failures on v1 API endpoints. v2 API endpoints are unaffected at this time.,0,,,1,2024-04-11 14:25:35.986000+00:00,This incident has been resolved.,0,,,2024-04-11 13:46:22+00:00,2024-04-11 14:25:35+00:00,0 days 00:39:13,False
2d90e723dda3,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,0,,,1,2024-04-09 14:52:23.076000+00:00,V1 APIs are currently impacted by a platform outage. V2 APIs appear to be unaffected at this time. We are working towards resolving this ASAP.,1,2024-04-09 15:42:08.472000+00:00,We are seeing recovery on all services now and are continuing to monitor.,1,2024-04-09 15:45:59.838000+00:00,This incident has been resolved.,0,,,2024-04-09 15:45:59+00:00,2024-04-09 15:45:59+00:00,0 days 00:00:00,False
ffe0717c1fa0,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-04 19:27:58.280000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-04-04 19:27:58.264000+00:00,This incident has been resolved.,0,,,2024-04-04 19:27:58+00:00,2024-04-04 19:27:58+00:00,0 days 00:00:00,False
1eab67d315d6,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-04 19:12:58.509000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-04-04 19:15:00+00:00,This incident has been resolved.,0,,,2024-04-04 19:12:58+00:00,2024-04-04 19:15:00+00:00,0 days 00:02:01,False
eab8aeefb488,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-04 00:04:52.201000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-04-04 00:16:51.952000+00:00,This incident has been resolved.,0,,,2024-04-04 00:04:52+00:00,2024-04-04 00:16:51+00:00,0 days 00:11:59,False
f255d8cce3ae,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-04-02 10:02:24.332000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-04-02 10:47:42.770000+00:00,This incident has been resolved.,0,,,2024-04-02 10:02:24+00:00,2024-04-02 10:47:42+00:00,0 days 00:45:18,False
da74dfac0311,Increased latency for some endpoints,1,#ecc94b,StabilityAI,0,1,0,0,0,0,0,0,0,,,1,2024-09-12 08:21:24.531000+00:00,"Due to high demand, the following V2 API endpoints are experiencing delays running inference. Please increase client side timeouts if you are receiving errors. We are working to address the issues.
All upscale endpoints (conservative, creative, fast)
Stable Image Edit - Outpaint",0,,,1,2024-09-12 12:53:48.202000+00:00,This incident has been resolved.,0,,,2024-09-12 12:53:48+00:00,2024-09-12 12:53:48+00:00,0 days 00:00:00,False
23d6f35236d1,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-08-28 21:32:52.838000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-08-28 22:00:00+00:00,This incident has been resolved.,0,,,2024-08-28 21:32:52+00:00,2024-08-28 22:00:00+00:00,0 days 00:27:07,False
5b68220f0a54,Stable Assistant Partial Outage,2,#ff8c00,StabilityAI,0,0,0,0,0,0,0,0,0,,,0,,,1,2024-08-28 16:44:28.762000+00:00,We implemented a fix and are currently monitoring the result.,1,2024-08-28 18:18:14.438000+00:00,This incident has been resolved.,0,,,2024-08-28 18:18:14+00:00,2024-08-28 18:18:14+00:00,0 days 00:00:00,False
18e0bbffe28c,REST API Errors (SDXL 1.0),2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-08-26 15:07:52.533000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-08-26 16:16:12.972000+00:00,This incident has been resolved.,0,,,2024-08-26 15:07:52+00:00,2024-08-26 16:16:12+00:00,0 days 01:08:20,False
2e52baab0cce,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-08-22 16:18:05.144000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-08-23 04:40:00+00:00,This incident has been resolved.,0,,,2024-08-22 16:18:05+00:00,2024-08-23 04:40:00+00:00,0 days 12:21:54,False
cd8705b6b7cf,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-08-20 11:37:52.004000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-08-20 12:41:11.489000+00:00,This incident has been resolved.,0,,,2024-08-20 11:37:52+00:00,2024-08-20 12:41:11+00:00,0 days 01:03:19,False
64c409822348,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-08-05 14:58:20.702000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-08-05 15:06:00+00:00,This incident has been resolved.,0,,,2024-08-05 14:58:20+00:00,2024-08-05 15:06:00+00:00,0 days 00:07:39,False
d5b844a1b1a6,REST API SD3 Endpoint Outage,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-08-02 18:17:06.096000+00:00,We are currently investigating this incident.,0,,,1,2024-08-02 18:23:11.568000+00:00,We implemented a fix and are currently monitoring the result.,1,2024-08-02 20:21:08.128000+00:00,This incident has been resolved.,0,,,2024-08-02 18:17:06+00:00,2024-08-02 20:21:08+00:00,0 days 02:04:02,False
2af98a4a1f13,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-08-02 04:11:48.844000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,2024-08-02 04:11:48+00:00,2024-08-02 04:11:48+00:00,0 days 00:00:00,False
1d5e1ed9f700,REST API Errors,4,#8f485d,StabilityAI,0,1,0,0,0,0,0,0,1,2024-07-20 15:26:19.088000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-07-20 18:35:00+00:00,This incident has been resolved.,0,,,2024-07-20 15:26:19+00:00,2024-07-20 18:35:00+00:00,0 days 03:08:40,False
005aceba2cfd,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-07-11 04:30:04.632000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-07-11 05:50:00+00:00,This incident has been resolved.,0,,,2024-07-11 04:30:04+00:00,2024-07-11 05:50:00+00:00,0 days 01:19:55,False
a70dd167b438,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-11-06 15:53:52.421000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-11-06 18:00:00+00:00,This incident has been resolved.,0,,,2024-11-06 15:53:52+00:00,2024-11-06 18:00:00+00:00,0 days 02:06:07,False
711337f9822c,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-11-06 07:02:21.134000+00:00,We are currently investigating elevated error rates detected by our monitoring.,1,2024-11-06 09:07:45.039000+00:00,Stable Video inference is currently offline due to a GPU cluster issue. We are working to resolve this as quickly as possible.,1,2024-11-06 10:04:51.573000+00:00,A fix has been applied to the underlying issue and service is restored. We are continuing to monitor the situation.,1,2024-11-06 11:00:00+00:00,All systems are now stable.,0,,,2024-11-06 07:02:21+00:00,2024-11-06 11:00:00+00:00,0 days 03:57:38,False
b653f5364198,REST API Errors,2,#ff8c00,StabilityAI,0,1,0,0,0,0,0,0,1,2024-10-07 17:29:20.776000+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-10-07 17:45:00+00:00,This incident has been resolved.,0,,,2024-10-07 17:29:20+00:00,2024-10-07 17:45:00+00:00,0 days 00:15:39,False
