Date,Outage_Color,Incidents,Service,incident_count,partial_outage_flag,partial_outage_minutes,major_outage_flag,major_outage_minutes,outage_flag,total_outage_minutes,scaled_total_outage_minutes,outage_impact_level,provider
2024-08-19,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-28,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-30,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-08-31,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-01,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-02,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-03,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-04,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-05,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-06,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-07,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-08,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-09,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-10,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-11,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-12,#abc72f,"[{'Incident_Title': 'Android chat down', 'Incident_Link': 'https://status.character.ai/incidents/0lrd352s91td'}]",character.ai,1,1,18,0,0,1,18,5.3999999999999995,1,characterai
2024-03-13,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-14,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-15,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-16,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-17,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-18,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-19,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-28,#e67c23,"[{'Incident_Title': 'Site Outage', 'Incident_Link': 'https://status.character.ai/incidents/0q2v1qd3dpc3'}]",character.ai,1,1,3,1,33,2,36,33.9,2,characterai
2024-03-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-30,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-03-31,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-01,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-02,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-03,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-04,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-05,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-06,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-07,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-08,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-09,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-10,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-11,#e74c3c,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/nrzlhxt4nw6q'}, {'Incident_Title': 'Voice Outage', 'Incident_Link': 'https://status.character.ai/incidents/9m5pqqytjmgg'}]",character.ai,2,0,0,1,162,1,162,162.0,4,characterai
2024-04-12,#efb713,"[{'Incident_Title': 'Degraded Performance', 'Incident_Link': 'https://status.character.ai/incidents/mc9hvd429jqn'}]",character.ai,1,0,0,1,22,1,22,22.0,2,characterai
2024-04-13,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-14,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-15,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-16,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-17,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-18,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-19,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-04-28,#e76231,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/pwdjlm88pk27'}]",character.ai,1,0,0,1,48,1,48,48.0,3,characterai
2024-04-29,#a1c733,"[{'Incident_Title': 'Web Issue', 'Incident_Link': 'https://status.character.ai/incidents/sgwyyq1xr0xr'}]",character.ai,1,1,11,0,0,1,11,3.3,1,characterai
2024-04-30,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-01,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-02,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-03,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-04,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-05,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-06,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-07,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-08,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-09,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-10,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-11,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-12,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-13,#d7c51a,"[{'Incident_Title': 'Partial outage', 'Incident_Link': 'https://status.character.ai/incidents/p67d35ptln3v'}]",character.ai,1,1,48,0,0,1,48,14.399999999999999,1,characterai
2024-05-14,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-15,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-16,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-17,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-18,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-19,#e74c3c,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/dg258gzdn1w5'}]",character.ai,1,0,0,1,189,1,189,189.0,4,characterai
2024-05-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-28,#e74c3c,"[{'Incident_Title': 'Major outage', 'Incident_Link': 'https://status.character.ai/incidents/nxmjjz11m0rm'}]",character.ai,1,0,0,1,70,1,70,70.0,4,characterai
2024-05-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-30,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-05-31,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-01,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-02,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-03,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-04,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-05,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-06,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-07,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-08,#d5c51c,"[{'Incident_Title': 'Site Event', 'Incident_Link': 'https://status.character.ai/incidents/01vtrvk90lzc'}]",character.ai,1,1,46,0,0,1,46,13.799999999999999,1,characterai
2023-12-09,#c1c624,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/fm7kv47p396k'}]",character.ai,1,1,3,1,9,2,12,9.9,1,characterai
2023-12-10,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-11,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-12,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-13,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-14,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-15,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-16,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-17,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-18,#e74c3c,"[{'Incident_Title': 'Outage', 'Incident_Link': 'https://status.character.ai/incidents/zppcsvf3sf9j'}, {'Incident_Title': 'Partially Degraded Service', 'Incident_Link': 'https://status.character.ai/incidents/h3vtgftrvl61'}]",character.ai,2,1,184,1,156,2,340,211.2,4,characterai
2023-12-19,#dec517,"[{'Incident_Title': 'Outage', 'Incident_Link': 'https://status.character.ai/incidents/zppcsvf3sf9j'}]",character.ai,1,1,53,0,0,1,53,15.899999999999999,1,characterai
2023-12-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-28,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-30,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-12-31,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-01,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-02,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-03,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-04,#2fcc66,"[{'Incident_Title': 'Avatar image partial outage', 'Incident_Link': 'https://status.character.ai/incidents/m9njf9jw164k'}]",character.ai,1,0,0,0,0,0,0,0.0,0,characterai
2024-01-05,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-06,#eb9b1a,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/d2s6z2yxhyb7'}]",character.ai,1,0,0,1,27,1,27,27.0,2,characterai
2024-01-07,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-08,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-09,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-10,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-11,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-12,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-13,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-14,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-15,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-16,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-17,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-18,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-19,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-27,#e74c3c,"[{'Incident_Title': 'Unreliable search', 'Incident_Link': 'https://status.character.ai/incidents/pz385w9h3vx7'}]",character.ai,1,1,363,0,0,1,363,108.89999999999999,4,characterai
2024-01-28,#e74c3c,"[{'Incident_Title': 'Unreliable search', 'Incident_Link': 'https://status.character.ai/incidents/pz385w9h3vx7'}]",character.ai,1,1,580,0,0,1,580,174.0,4,characterai
2024-01-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-30,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-01-31,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-01,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-02,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-03,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-04,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-05,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-06,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-07,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-08,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-09,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-10,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-11,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-12,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-13,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-14,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-15,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-16,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-17,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-18,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-19,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-28,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-02-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-19,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-20,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-22,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-24,#e6682e,"[{'Incident_Title': 'Group Chat Down', 'Incident_Link': 'https://status.character.ai/incidents/0cksdfnhfy6p'}]",character.ai,1,1,150,0,0,1,150,45.0,3,characterai
2023-10-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-26,#e98e1e,"[{'Incident_Title': 'Elevated DB errors', 'Incident_Link': 'https://status.character.ai/incidents/bt77d8174xlq'}]",character.ai,1,0,0,1,30,1,30,30.0,2,characterai
2023-10-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-28,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-10-30,#e67c23,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/tw8n83w5jz43'}]",character.ai,1,0,0,1,34,1,34,34.0,2,characterai
2023-10-31,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-01,#2fcc66,"[{'Incident_Title': 'Partial outage', 'Incident_Link': 'https://status.character.ai/incidents/4vj1gghj29t4'}]",character.ai,1,0,0,0,0,0,0,0.0,0,characterai
2023-11-02,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-03,#e74c3c,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/fl04cnw1hskw'}, {'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/991k21s06ml4'}]",character.ai,2,0,0,1,197,1,197,197.0,4,characterai
2023-11-04,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-05,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-06,#d4c51c,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/5hgyc7qkhrk7'}]",character.ai,1,0,0,1,13,1,13,13.0,1,characterai
2023-11-07,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-08,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-09,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-10,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-11,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-12,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-13,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-14,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-15,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-16,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-17,#95c838,"[{'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/clpqgprws6jg'}, {'Incident_Title': 'Site down', 'Incident_Link': 'https://status.character.ai/incidents/t666zx5wmjvw'}]",character.ai,2,0,0,1,1,1,1,1.0,1,characterai
2023-11-18,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-19,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-20,#d6c51b,"[{'Incident_Title': 'Server Instability', 'Incident_Link': 'https://status.character.ai/incidents/q0xvy3xtgsrf'}]",character.ai,1,0,0,1,14,1,14,14.0,1,characterai
2023-11-21,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-22,#2fcc66,"[{'Incident_Title': 'Degraded performance', 'Incident_Link': 'https://status.character.ai/incidents/hyj9hwhl85vd'}]",character.ai,1,0,0,0,0,0,0,0.0,0,characterai
2023-11-23,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-24,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-25,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-26,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-27,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-28,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-29,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2023-11-30,#2fcc66,[],character.ai,0,0,0,0,0,0,0,0.0,0,characterai
2024-06-01,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-02,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-03,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-04,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-05,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-06,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-07,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-08,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-09,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-10,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-11,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-12,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-13,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-14,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-15,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-16,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-17,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-18,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-19,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-20,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-21,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-22,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-23,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-24,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-25,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-26,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-27,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-28,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-29,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-06-30,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-07-01,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-07-02,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-07-03,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-07-04,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-07-05,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
2024-07-06,#10a37f,[],playground,0,0,0,0,0,0,0,0.0,0,openai
