Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Degraded performance on the Embeddings API,https://status.openai.com/incidents/93ylm07rpbjv,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 8am - 4pm PT, a misconfiguration of our internal systems resulted in degraded performance of roughly 20% of embeddings requests. The error introduced may have impacted downstream applications relying on vector similarity. We recommend recomputing any embeddings produced between 8am - 4pm PT."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 25, 2023 - 17:57 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""As of 8am PT, the Embeddings API is returning degraded outputs. We are currently investigating."", ""Update_Timestamp"": ""Posted 11 months ago. Sep 25, 2023 - 15:05 PDT""}]",This incident affected: API.
Elevated error rates for sampling requests for fine-tunes of davinci-002 and babbage-002,https://status.openai.com/incidents/rt6cxft629h0,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 20, 2023 - 17:27 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and error rates are lowering to normal background levels."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 20, 2023 - 16:35 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 20, 2023 - 15:43 PDT""}]",This incident affected: API.
Moderation API returning incorrect scores,https://status.openai.com/incidents/70cbfl5cqxbj,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Moderation results are back to pre-incident correctness."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 20, 2023 - 11:00 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've updated the moderation service to a previous working version and are monitoring the rollout."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 20, 2023 - 10:56 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""As of September 19th around 3pm, the Moderation API is returning incorrect scores. We are currently investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 19, 2023 - 03:30 PDT""}]",This incident affected: API and ChatGPT.
"Elevated error rates across multiple models (text, image, and audio)",https://status.openai.com/incidents/dsds2vdmgnnw,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 16:40 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We believe the issue has been mitigated across all models and APIs, and continue to monitor our systems."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 16:25 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Most models have recovered. We are continuing to mitigate issues on cushman / curie / davinci models."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 15:34 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""A fix has been implemented for reserved capacity models and we are seeing error rates go down."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 14:31 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented for DALL-E API, Labs, and Whisper models."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 14:07 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""A fix has been implemented for DALL-E API and Labs and we are seeing error rates go down."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 13:36 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 12:34 PDT""}]",This incident affected: API and Labs.
"High error rates for sampling requests to fine tuned snapshots (babbage-002, davinci-002, gpt-3.5-turbo)",https://status.openai.com/incidents/7n8jqsxkzs38,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Error rates for sampling across all fine tuned snapshots have dropped to normal levels. We will continue to monitor these services."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 13:43 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 13:24 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Error rates for sampling on babbage-002 fine tunes have normalized. Error rates for davinci-002 fine tunes are dropping. Error rates for gpt-3.5-turbo fine tunes are still elevated."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 13:18 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""A fix has been implemented and is being rolled out. Babbage-002 traffic is stabilizing."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 13:09 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Sampling for fine tunes of babbage-002 and davinci-002 have very high error rates. Sampling for fine tunes of gpt-3.5-turbo are elevated."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 15, 2023 - 12:56 PDT""}]",This incident affected: API.
Increased error rates for chat completions endpoint on gpt-3.5-turbo fine tunes,https://status.openai.com/incidents/gw8rdp4thnsk,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 14, 2023 - 13:51 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Fixes have been rolled out and error rates have dropped. There's a still a lagging impact but it's subsiding rapidly."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 14, 2023 - 11:23 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Error rates are beginning to stabilize, should be back to fully operational within ~30 minutes."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 14, 2023 - 10:57 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is underway"", ""Update_Timestamp"": ""Posted 1 year ago. Sep 14, 2023 - 09:53 PDT""}]",This incident affected: API.
Increase in latency in ChatGPT conversations for free and paid users and increase in error rate for API endpoints,https://status.openai.com/incidents/p81f131pnw0v,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 14:58 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 14:30 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 13:47 PDT""}]",This incident affected: API and ChatGPT.
Elevated error rates in ChatGPT,https://status.openai.com/incidents/6thj7jr2zm8l,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 08:01 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented. Our systems are recovering gradually and we're continuing to monitor."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 07:15 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are seeing an outage for most conversations with ChatGPT. We've identified the underlying subsystem failure and are working on a fix."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 06:58 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've isolated the affected subsystem and we're continuing to investigate."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 06:46 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""The ChatGPT application is experiencing elevated error rates and increased latency. We're investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 13, 2023 - 06:04 PDT""}]",This incident affected: ChatGPT.
Elevated rates of job failures for gpt-3.5-turbo fine tuning jobs,https://status.openai.com/incidents/7kxrn5qsm7f2,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 12, 2023 - 17:45 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been deployed and we are monitoring for continued failures"", ""Update_Timestamp"": ""Posted 1 year ago. Sep 12, 2023 - 16:24 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix it rolling out"", ""Update_Timestamp"": ""Posted 1 year ago. Sep 12, 2023 - 16:04 PDT""}]",This incident affected: API.
Elevated error rates in ChatGPT,https://status.openai.com/incidents/2z7dr40w8zg9,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""ChatGPT is operating normally."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 12, 2023 - 07:34 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've mitigated the probable cause of the issue and normal operations of ChatGPT are resuming. We're continuing to monitor."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 12, 2023 - 07:23 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We've isolated the affected subsystem and we're continuing to investigate."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 12, 2023 - 07:17 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""The ChatGPT application is experiencing elevated error rates. We're investigating."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 12, 2023 - 06:19 PDT""}]",This incident affected: ChatGPT.
Elevated error rates in chat conversations for ChatGPT products,https://status.openai.com/incidents/nylf4wwwz1q9,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Normal operations have resumed."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 07, 2023 - 15:26 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating an increase in error rates for ChatGPT chat conversations for all ChatGPT products."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 07, 2023 - 15:15 PDT""}]",This incident affected: ChatGPT.
Increased error rate on gpt-4-0314,https://status.openai.com/incidents/dgmmlbvpbyjc,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""gpt-4-0314 is operating normally."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 07, 2023 - 07:23 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are monitoring an increase in error rates on gpt-4-0314. We're already aware of the cause and are working to mitigate now."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 07, 2023 - 06:20 PDT""}]",
File Processing Delays - Fine Tuning Job Affected,https://status.openai.com/incidents/5zy1x26029bn,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 06, 2023 - 16:55 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 06, 2023 - 16:55 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Our ability to preprocess training data files for fine tuning jobs is currently impacted. Customers may notice a delay in their ability to kick off fine tuning jobs as the training data files are taking longer than normal to process."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 06, 2023 - 15:35 PDT""}]",This incident affected: API.
Increased latency to specific GPT-4 endpoints,https://status.openai.com/incidents/pjf70pnw4ls6,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""gpt-4-0314 and gpt-4-0613 are operating normally."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 06, 2023 - 08:57 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've identified the issue and applied a mitigation. Latency is trending downward now."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 06, 2023 - 07:59 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're investigating an increase in latency in the GPT-4 snapshot endpoints gpt-4-0314 and gpt-4-0613."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 06, 2023 - 07:00 PDT""}]",This incident affected: API.
Delayed processing of fine tuning jobs,https://status.openai.com/incidents/lvb30zsnw126,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Jobs are being processed normally once again. No data was lost during this time."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 01, 2023 - 14:38 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and the job backlog is beginning to be processed"", ""Update_Timestamp"": ""Posted 1 year ago. Sep 01, 2023 - 14:29 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""New fine tuning jobs are experiencing processing delays."", ""Update_Timestamp"": ""Posted 1 year ago. Sep 01, 2023 - 14:23 PDT""}]",This incident affected: API.
